Prop_Id,MSSubClass,MSZoning,LotFrontage,LotArea,Street,Alley,LotShape,LandContour,Utilities,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,PropStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,TotalBsmtSF,Heating,HeatingQC,CentralAir,Electrical,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,PoolQC,Fence,MiscFeature,MiscVal,YrSold,SaleCondition,SalePrice
PRO294,60,RL,,17467,Pave,,IR1,Lvl,AllPub,Corner,Gtl,NWAmes,PosA,Norm,1Fam,2Story,7,7,1977,1994,Gable,CompShg,Plywood,Plywood,TA,TA,CBlock,TA,TA,No,795,GasA,Fa,Y,SBrkr,2263,1,0,2,1,3,1,Gd,9,Typ,1,TA,Attchd,1977,Fin,2,539,TA,TA,Y,0,250,0,0,0,0,,,,0,2006,Normal,237172
PRO1106,60,RL,98,12452,Pave,,IR1,Lvl,AllPub,Corner,Gtl,NoRidge,Norm,Norm,1Fam,2Story,8,5,1994,1995,Gable,CompShg,HdBoard,HdBoard,Gd,TA,PConc,Ex,TA,Av,1463,GasA,Ex,Y,SBrkr,2622,1,0,2,1,3,1,Gd,9,Typ,2,TA,Attchd,1994,RFn,2,712,TA,TA,Y,186,32,0,0,0,0,,,,0,2010,Normal,323377
PRO1441,70,RL,79,12717,Pave,,IR1,Bnk,AllPub,Inside,Mod,Crawfor,Norm,Norm,1Fam,2.5Fin,6,7,1922,1994,Gable,CompShg,MetalSd,MetalSd,TA,TA,BrkTil,Ex,TA,No,588,GasA,Fa,Y,SBrkr,2555,0,0,2,0,3,1,TA,11,Min1,1,Gd,Detchd,1993,Fin,2,672,TA,TA,Y,431,0,0,0,0,0,,,,0,2008,Normal,191727
PRO700,120,FV,59,5591,Pave,Pave,IR2,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,TwnhsE,1Story,7,5,2004,2004,Gable,CompShg,MetalSd,MetalSd,Gd,TA,PConc,Gd,TA,Mn,1391,GasA,Ex,Y,SBrkr,1391,0,0,2,0,2,1,Gd,5,Typ,0,,Attchd,2004,RFn,2,530,TA,TA,Y,156,158,0,0,0,0,,,,0,2008,Normal,197730
PRO912,20,RL,,10170,Pave,,IR1,Lvl,AllPub,CulDSac,Mod,CollgCr,Norm,Norm,1Fam,1Story,5,7,1977,1989,Gable,CompShg,HdBoard,Plywood,TA,TA,CBlock,Gd,Gd,Av,1268,GasA,TA,Y,SBrkr,1268,0,0,1,1,3,1,Gd,5,Typ,0,,Detchd,1978,Unf,1,252,TA,TA,Y,173,0,0,0,0,0,,,,0,2009,Normal,148337
PRO979,20,RL,68,9598,Pave,,Reg,Bnk,AllPub,Inside,Mod,Edwards,Norm,Norm,1Fam,1Story,4,5,1954,1954,Gable,CompShg,MetalSd,MetalSd,TA,TA,CBlock,TA,TA,No,894,GasA,Ex,Y,SBrkr,894,0,0,1,0,3,1,TA,5,Typ,0,,Detchd,1999,Unf,2,400,TA,TA,Y,0,0,0,0,0,0,,,,0,2007,Abnorml,110313
PRO92,20,RL,85,9707,Pave,,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,3,1961,1961,Hip,CompShg,HdBoard,HdBoard,TA,TA,CBlock,TA,TA,No,1235,GasA,TA,Y,SBrkr,1235,0,0,1,0,2,1,TA,6,Typ,0,,Attchd,1961,Unf,2,480,TA,TA,Y,0,0,0,0,0,0,,GdWo,,0,2006,Abnorml,98062
PRO852,120,RL,,4220,Pave,,Reg,Lvl,AllPub,Inside,Gtl,Blmngtn,Norm,Norm,TwnhsE,1Story,8,5,2003,2003,Gable,CompShg,VinylSd,VinylSd,Gd,TA,PConc,Gd,TA,Gd,1273,GasA,Ex,Y,SBrkr,1456,0,0,2,0,2,1,Gd,7,Typ,1,TA,Attchd,2003,Fin,2,400,TA,TA,Y,143,20,0,0,0,0,,,,0,2006,Normal,217691
PRO337,20,RL,86,14741,Pave,,IR1,HLS,AllPub,Corner,Gtl,StoneBr,Norm,Norm,1Fam,1Story,9,5,2005,2006,Hip,CompShg,VinylSd,VinylSd,Gd,TA,PConc,Ex,TA,Gd,1922,GasA,Ex,Y,SBrkr,1922,1,0,2,0,3,1,Gd,8,Typ,1,Gd,Attchd,2005,Fin,3,676,TA,TA,Y,178,51,0,0,0,0,,,,0,2007,Normal,381210
PRO24,120,RM,44,4896,Pave,,Reg,Lvl,AllPub,Inside,Gtl,MeadowV,Norm,Norm,TwnhsE,1Story,5,7,1976,1976,Gable,CompShg,CemntBd,CmentBd,TA,TA,PConc,Gd,TA,No,1040,GasA,TA,Y,SBrkr,1060,1,0,1,0,3,1,TA,6,Typ,1,TA,Attchd,1976,Unf,2,572,TA,TA,Y,100,110,0,0,0,0,,,,0,2007,Normal,132378
PRO997,20,RL,,10795,Pave,,IR1,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,6,1961,1961,Hip,CompShg,Wd Sdng,Wd Sdng,TA,TA,CBlock,TA,TA,No,1050,GasA,TA,Y,SBrkr,1050,1,0,1,0,3,1,TA,6,Typ,0,,Attchd,1961,Unf,1,368,TA,TA,Y,0,319,0,0,0,0,,,,0,2006,Normal,141666
PRO676,160,RL,24,2225,Pave,,Reg,Lvl,AllPub,Inside,Gtl,NPkVill,Norm,Norm,Twnhs,2Story,6,6,1978,1978,Gable,CompShg,Plywood,Brk Cmn,TA,TA,CBlock,TA,TA,No,855,GasA,TA,Y,SBrkr,1441,0,0,2,1,3,1,TA,7,Typ,1,TA,Attchd,1978,Unf,2,440,TA,TA,Y,28,0,0,0,0,0,,,,0,2009,Normal,146762
PRO880,20,RL,,7824,Pave,,IR1,Lvl,AllPub,CulDSac,Gtl,CollgCr,Norm,Norm,1Fam,1Story,5,8,1978,2005,Gable,CompShg,VinylSd,VinylSd,Gd,Gd,CBlock,TA,TA,No,864,GasA,Ex,Y,SBrkr,864,1,0,1,0,3,1,TA,6,Typ,0,,Attchd,1978,Unf,1,336,TA,TA,Y,0,0,0,0,0,0,,GdWo,,0,2009,Normal,138709
PRO1230,80,RL,70,8505,Pave,,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,SLvl,5,5,1960,1960,Hip,CompShg,BrkFace,HdBoard,TA,TA,CBlock,TA,TA,No,1075,GasA,Gd,Y,SBrkr,1507,0,0,2,0,4,1,TA,7,Maj1,0,,Basment,1960,Unf,1,404,TA,TA,Y,0,0,0,0,0,0,,GdWo,,0,2008,Normal,128245
PRO91,20,RL,60,7646,Pave,,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,4,5,1950,1950,Gable,CompShg,BrkFace,Wd Sdng,TA,TA,Slab,,,,0,GasA,TA,Y,FuseA,1040,0,0,1,0,2,1,TA,4,Typ,0,,Detchd,1950,Unf,2,420,TA,TA,Y,0,29,0,0,0,0,,,,0,2006,Normal,114375
PRO814,20,RL,75,10022,Pave,,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,6,6,1958,1958,Gable,CompShg,MetalSd,MetalSd,TA,TA,CBlock,TA,TA,No,1442,GasA,Gd,Y,SBrkr,1442,0,0,1,1,4,1,TA,7,Typ,0,,Attchd,1958,RFn,1,301,TA,TA,Y,0,0,275,0,0,0,,,Shed,500,2007,Normal,159521
PRO1026,20,RL,70,8024,Pave,,Reg,Lvl,AllPub,Corner,Gtl,CollgCr,Norm,Norm,1Fam,1Story,5,5,1972,1972,Gable,CompShg,VinylSd,VinylSd,TA,TA,CBlock,TA,TA,No,882,GasA,TA,Y,SBrkr,882,1,0,1,0,3,1,TA,5,Typ,0,,Detchd,1980,Unf,2,461,TA,TA,Y,96,0,0,0,0,0,,MnPrv,,0,2007,Normal,110394
PRO886,120,FV,50,6060,Pave,,IR1,Lvl,AllPub,CulDSac,Gtl,Somerst,Norm,Norm,TwnhsE,1Story,9,5,1999,2000,Gable,CompShg,MetalSd,MetalSd,Gd,TA,PConc,Ex,TA,Av,1698,GasA,Ex,Y,SBrkr,1709,1,0,2,0,2,1,Gd,5,Typ,1,TA,Attchd,1999,Fin,2,506,TA,TA,Y,97,65,0,0,0,0,,,,0,2008,Abnorml,327500
PRO1172,20,RL,76,9226,Pave,,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,6,6,1958,1958,Hip,CompShg,MetalSd,MetalSd,TA,TA,CBlock,TA,TA,No,1261,GasA,Ex,Y,SBrkr,1261,1,0,1,0,3,1,TA,6,Typ,1,TA,Attchd,1958,RFn,2,433,TA,TA,Y,0,0,0,0,288,0,,,Shed,1400,2008,Normal,165416
PRO285,120,RL,50,9194,Pave,,Reg,Lvl,AllPub,Inside,Gtl,SawyerW,Norm,Norm,TwnhsE,1Story,6,5,1992,1992,Gable,CompShg,Plywood,ImStucc,Gd,TA,PConc,Gd,TA,No,1575,GasA,Gd,Y,SBrkr,1575,1,0,2,0,2,1,Gd,5,Typ,0,,Attchd,1992,RFn,2,529,TA,TA,Y,0,0,52,0,0,0,,,,0,2007,Normal,177165
PRO110,20,RL,105,13012,Pave,,IR1,Lvl,AllPub,Inside,Gtl,NWAmes,Norm,Norm,1Fam,1Story,6,6,1977,1977,Hip,CompShg,Plywood,Plywood,TA,TA,CBlock,Gd,TA,No,1844,GasA,Ex,Y,SBrkr,1844,0,0,2,0,3,1,TA,7,Typ,1,TA,Attchd,1977,RFn,2,546,TA,TA,Y,0,122,0,0,0,0,,MnPrv,,0,2010,Normal,194166
PRO1313,60,RL,,9900,Pave,,IR1,Lvl,AllPub,Inside,Gtl,NoRidge,Norm,Norm,1Fam,2Story,8,5,1990,1990,Gable,CompShg,Wd Sdng,Wd Sdng,Gd,TA,PConc,Ex,TA,No,1453,GasA,Ex,Y,SBrkr,2810,0,0,2,1,4,1,Gd,9,Typ,1,Ex,Attchd,1990,RFn,2,750,Gd,Gd,Y,500,0,0,0,0,0,,,,0,2007,Normal,300964
PRO1171,80,RL,76,10688,Pave,,Reg,Lvl,AllPub,Inside,Gtl,Mitchel,Norm,Norm,1Fam,SLvl,6,6,1977,1977,Gable,CompShg,Plywood,Plywood,TA,TA,CBlock,TA,TA,Av,1096,GasA,TA,Y,SBrkr,1118,1,0,1,0,3,1,TA,6,Typ,1,Po,Attchd,1977,Fin,1,358,TA,TA,Y,203,0,0,0,0,576,Gd,GdPrv,,0,2008,Normal,171467
PRO803,60,RL,63,9318,Pave,,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,2Story,7,5,2005,2005,Gable,CompShg,WdShing,Wd Shng,Gd,TA,PConc,Gd,TA,Av,728,GasA,Ex,Y,SBrkr,1456,1,0,2,1,3,1,Gd,7,Typ,1,Gd,Attchd,2005,Fin,2,410,TA,TA,Y,36,18,0,0,0,0,,,,0,2008,Normal,190425
PRO1065,20,RL,,11979,Pave,,IR1,Lvl,AllPub,CulDSac,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,6,1966,1966,Gable,CompShg,Plywood,Plywood,TA,TA,CBlock,TA,TA,Mn,1154,GasA,Ex,Y,SBrkr,1154,0,0,1,1,3,1,TA,6,Typ,1,Po,Attchd,1966,RFn,2,480,TA,TA,Y,0,58,0,0,0,0,,MnPrv,,0,2009,Normal,153205
PRO408,70,RL,63,16099,Pave,,Reg,Lvl,AllPub,Inside,Gtl,Crawfor,Norm,Norm,1Fam,2Story,6,7,1915,1976,Gable,CompShg,Wd Sdng,Plywood,TA,TA,BrkTil,Gd,TA,No,840,GasA,Ex,Y,SBrkr,1680,0,0,2,0,4,1,TA,8,Typ,0,,Attchd,1960,Unf,1,308,TA,TA,Y,0,0,160,0,0,0,,,,0,2008,Normal,178993
PRO1182,120,RM,64,6305,Pave,,IR1,HLS,AllPub,Inside,Mod,Crawfor,Norm,Norm,TwnhsE,1Story,8,5,2008,2008,Hip,CompShg,CemntBd,CmentBd,Ex,TA,PConc,Ex,TA,Gd,1600,GasA,Ex,Y,SBrkr,1652,1,1,2,0,2,1,Gd,5,Typ,1,Gd,Attchd,2008,Fin,2,482,TA,TA,Y,162,53,0,153,0,0,,,,0,2008,Partial,397230
PRO1174,50,RL,138,19016,Pave,,IR1,Bnk,AllPub,Inside,Gtl,ClearCr,Norm,Norm,1Fam,1.5Fin,5,6,1946,1994,Gable,CompShg,MetalSd,MetalSd,TA,TA,CBlock,TA,TA,No,1598,GasA,TA,Y,SBrkr,3086,0,0,3,0,3,1,Ex,12,Maj1,1,Gd,,,,0,0,,,Y,122,0,0,0,0,0,,MnPrv,,0,2007,Normal,202091
PRO1271,40,RL,,24734,Pave,,Reg,Low,AllPub,Inside,Sev,ClearCr,Norm,Norm,1Fam,1Story,7,6,1979,1979,Shed,WdShake,Plywood,Plywood,Gd,TA,PConc,Gd,TA,Gd,1332,GasA,TA,Y,SBrkr,1524,2,0,0,1,0,1,Gd,4,Typ,1,TA,Attchd,1979,Fin,2,586,TA,TA,Y,268,0,0,0,0,0,,,,0,2010,Normal,262861
PRO550,60,FV,75,10494,Pave,,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,1Fam,2Story,7,5,2003,2004,Gable,CompShg,VinylSd,VinylSd,Gd,TA,PConc,Gd,TA,No,912,GasA,Ex,Y,SBrkr,2094,0,0,2,1,4,1,Gd,8,Typ,1,Gd,BuiltIn,2003,Fin,2,615,TA,TA,Y,182,182,0,0,0,0,,,,0,2009,Normal,263766
PRO458,20,RL,,53783,Pave,,IR1,Low,AllPub,CulDSac,Mod,ClearCr,Norm,Norm,1Fam,1Story,4,6,1954,1994,Flat,Tar&Grv,Plywood,Plywood,TA,TA,CBlock,Gd,TA,Gd,1364,GasA,Ex,Y,SBrkr,1663,1,0,1,0,2,1,Gd,6,Min1,2,Gd,Attchd,1954,Fin,2,529,TA,TA,Y,224,137,0,0,0,0,,,,0,2008,Normal,255327
PRO520,70,RL,53,10933,Pave,,Reg,Lvl,AllPub,Inside,Gtl,Crawfor,Norm,Norm,1Fam,2Story,7,9,1926,2004,Gambrel,CompShg,MetalSd,MetalSd,Gd,TA,BrkTil,Gd,TA,No,1276,GasA,Ex,Y,SBrkr,2080,0,0,1,1,3,1,Gd,9,Typ,2,Gd,Detchd,1926,Unf,1,282,TA,TA,Y,0,0,0,0,145,0,,MnPrv,,0,2009,Normal,233633
PRO1266,160,FV,35,4034,Pave,,Reg,Lvl,AllPub,FR3,Gtl,Somerst,Norm,Norm,TwnhsE,2Story,7,5,1999,1999,Hip,CompShg,MetalSd,MetalSd,Gd,TA,PConc,Gd,TA,No,691,GasA,Ex,Y,SBrkr,1452,1,0,2,1,3,1,Gd,6,Typ,0,,Detchd,1999,Unf,2,506,TA,TA,Y,0,34,0,0,0,0,,,,0,2006,Normal,183242
PRO404,60,RL,93,11989,Pave,,Reg,Lvl,AllPub,Corner,Gtl,NoRidge,Norm,Norm,1Fam,2Story,8,5,1998,1998,Hip,CompShg,VinylSd,VinylSd,Gd,TA,PConc,Gd,TA,No,1141,GasA,Gd,Y,SBrkr,2263,0,0,2,1,4,1,Gd,10,Typ,1,TA,BuiltIn,1998,Fin,2,420,TA,TA,Y,144,123,0,0,0,0,,,,0,2006,Abnorml,257182
PRO1432,120,RL,,5613,Pave,,IR1,Lvl,AllPub,Inside,Gtl,NPkVill,Norm,Norm,TwnhsE,1Story,6,6,1976,1976,Gable,CompShg,Plywood,Plywood,TA,TA,CBlock,Gd,TA,No,958,GasA,TA,Y,SBrkr,958,0,0,2,0,2,1,TA,5,Typ,0,,Attchd,1976,RFn,2,440,TA,TA,Y,0,60,0,0,0,0,,,,0,2009,Normal,141657
PRO1322,20,RL,,7965,Pave,,IR1,Lvl,AllPub,Corner,Gtl,BrkSide,Feedr,Norm,1Fam,1Story,3,6,1949,1950,Hip,CompShg,VinylSd,VinylSd,TA,TA,CBlock,,,,0,Floor,TA,N,SBrkr,720,0,0,1,0,2,1,TA,4,Typ,0,,Detchd,1955,Unf,1,287,TA,Fa,Y,0,0,0,0,0,0,,,,0,2008,Normal,76982
PRO800,50,RL,60,8009,Pave,,Reg,Lvl,AllPub,Corner,Gtl,SWISU,Feedr,Norm,1Fam,1.5Fin,5,7,1937,1950,Gable,CompShg,Wd Sdng,Wd Sdng,TA,TA,BrkTil,Gd,TA,No,731,GasA,Ex,Y,SBrkr,1805,1,0,1,1,3,1,Gd,7,Typ,2,TA,Detchd,1939,Unf,1,240,TA,TA,Y,0,0,264,0,0,0,,MnPrv,,0,2007,Normal,180176
PRO1245,70,RL,,11625,Pave,,IR1,HLS,AllPub,Corner,Mod,Crawfor,Norm,Norm,1Fam,2Story,8,7,1929,1950,Gable,CompShg,BrkFace,Stucco,TA,TA,PConc,Gd,TA,No,792,GasA,Fa,Y,SBrkr,1517,0,0,1,0,3,1,Gd,7,Typ,2,Gd,Detchd,1931,Unf,2,400,TA,TA,Y,0,0,0,0,0,0,,,,0,2006,Normal,232510
PRO561,20,RL,,12666,Pave,,IR1,Lvl,AllPub,Inside,Gtl,Sawyer,Norm,Norm,1Fam,1Story,5,6,1957,1996,Hip,CompShg,Wd Sdng,Wd Sdng,TA,TA,CBlock,Gd,TA,No,1392,GasA,TA,Y,SBrkr,1392,1,0,1,1,3,1,TA,5,Mod,1,Gd,Detchd,1957,Unf,2,528,TA,TA,Y,0,0,0,0,95,0,,,,0,2010,Normal,124204
PRO904,20,RL,50,15754,Pave,,IR1,HLS,AllPub,CulDSac,Gtl,Gilbert,Norm,Norm,1Fam,1Story,7,5,2006,2006,Hip,CompShg,VinylSd,VinylSd,Gd,TA,PConc,Gd,TA,No,1670,GasA,Ex,Y,SBrkr,1670,0,0,2,0,3,1,Gd,7,Typ,1,Gd,Attchd,2006,RFn,3,690,TA,TA,Y,144,60,0,0,0,0,,,,0,2006,Partial,238623
PRO1435,20,RL,80,18268,Pave,,Reg,Low,AllPub,Inside,Mod,Mitchel,Norm,Norm,1Fam,1Story,5,5,1977,1977,Gable,CompShg,BrkFace,BrkFace,TA,TA,CBlock,TA,TA,No,1126,GasA,Fa,Y,SBrkr,1126,1,0,2,0,3,1,TA,5,Typ,1,Gd,Attchd,1977,RFn,2,484,TA,TA,P,295,41,0,0,0,0,,,,0,2006,Normal,160959
PRO543,20,RL,78,11405,Pave,,Reg,Lvl,AllPub,Inside,Gtl,NWAmes,RRAn,Norm,1Fam,1Story,7,5,1998,1999,Hip,CompShg,VinylSd,VinylSd,Gd,TA,PConc,Ex,TA,No,1650,GasA,Ex,Y,SBrkr,1680,1,0,2,0,3,1,Gd,7,Maj1,1,TA,Attchd,1998,Fin,2,583,TA,TA,Y,78,73,0,0,0,0,,,,0,2009,Normal,213570
PRO583,90,RL,81,13139,Grvl,,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,Duplex,SFoyer,6,5,1990,1990,Gable,CompShg,HdBoard,HdBoard,TA,Gd,CBlock,Gd,TA,Av,816,GasA,TA,Y,SBrkr,816,1,0,1,0,3,1,TA,5,Typ,0,,,,,0,0,,,Y,0,32,0,0,0,0,,,,0,2007,Normal,118543
PRO224,20,RL,70,11849,Pave,,Reg,Lvl,AllPub,FR2,Gtl,NAmes,Norm,Norm,1Fam,1Story,4,6,1971,1971,Gable,CompShg,HdBoard,HdBoard,TA,TA,CBlock,TA,TA,No,864,GasA,Gd,Y,SBrkr,864,0,0,1,0,2,1,TA,4,Typ,0,,Detchd,1989,Unf,2,576,TA,TA,Y,216,0,0,0,0,0,,,,0,2009,Abnorml,101305
PRO1049,20,RL,100,23115,Pave,,Reg,Lvl,AllPub,Inside,Gtl,Mitchel,Norm,Norm,1Fam,1Story,5,4,1960,2006,Hip,CompShg,HdBoard,HdBoard,TA,Fa,Slab,,,,0,GasA,TA,Y,SBrkr,1771,0,0,1,0,3,1,TA,9,Min1,1,TA,Attchd,1960,Unf,2,336,TA,TA,Y,0,0,0,0,0,0,,GdPrv,,0,2009,Normal,115148
PRO214,20,RL,43,14661,Pave,,IR2,Lvl,AllPub,CulDSac,Gtl,CollgCr,Norm,Norm,1Fam,1Story,5,5,1995,1995,Gable,CompShg,VinylSd,VinylSd,TA,TA,PConc,Gd,TA,No,990,GasA,Ex,Y,SBrkr,990,0,1,1,0,3,1,TA,5,Typ,0,,Attchd,1996,Unf,2,576,TA,TA,Y,224,0,0,0,0,0,,,,0,2006,Normal,157576
PRO1388,50,RM,60,9607,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Artery,Norm,1Fam,1.5Fin,6,7,1916,1950,Gable,CompShg,Stucco,Stucco,TA,Gd,BrkTil,TA,TA,No,714,GasW,TA,N,SBrkr,2526,0,0,2,0,5,1,Gd,10,Typ,1,Gd,Detchd,1916,Unf,1,216,TA,TA,Y,88,15,0,0,0,0,,GdWo,,0,2007,Family,140077
PRO61,20,RL,63,13257,Pave,,Reg,Lvl,AllPub,Inside,Gtl,SawyerW,RRAe,Norm,1Fam,1Story,6,5,2004,2004,Gable,CompShg,VinylSd,VinylSd,TA,TA,PConc,Gd,TA,No,1158,GasA,Ex,Y,SBrkr,1158,1,0,1,1,3,1,Gd,5,Typ,0,,Detchd,2006,Unf,2,576,TA,TA,Y,0,50,0,0,0,0,,,,0,2006,Partial,161066
PRO956,90,RH,82,8045,Pave,,IR1,HLS,AllPub,Inside,Gtl,Crawfor,Norm,Norm,Duplex,2Story,6,6,1946,1950,Gable,CompShg,MetalSd,MetalSd,TA,TA,CBlock,Gd,TA,No,979,GasA,TA,N,FuseF,1958,0,0,2,0,4,2,TA,8,Typ,0,,Attchd,1946,Unf,2,492,TA,TA,Y,0,0,0,0,0,0,,,,0,2007,Normal,142665
PRO822,20,RM,60,6698,Pave,Pave,Reg,Bnk,AllPub,Inside,Mod,OldTown,Norm,Norm,2fmCon,1Story,4,4,1953,1953,Gable,CompShg,MetalSd,MetalSd,Fa,TA,CBlock,Fa,TA,No,936,GasA,TA,N,SBrkr,936,0,0,1,0,2,1,TA,4,Min2,0,,Detchd,1974,Unf,2,576,TA,TA,Y,0,32,112,0,0,0,,,,0,2009,Normal,96338
PRO1353,50,RM,50,6889,Pave,,Reg,Lvl,AllPub,Inside,Gtl,BrkSide,Norm,Norm,1Fam,1.5Fin,6,9,1937,2000,Gable,CompShg,MetalSd,MetalSd,Gd,TA,BrkTil,TA,TA,No,698,GasA,TA,Y,SBrkr,1176,0,0,1,0,2,1,TA,4,Typ,0,,Detchd,1999,Unf,2,624,TA,TA,N,210,0,0,0,0,0,,,,0,2009,Normal,132647
PRO78,50,RM,50,9369,Pave,,Reg,Lvl,AllPub,Inside,Gtl,BrkSide,Norm,Norm,1Fam,1.5Fin,5,5,1948,2001,Gable,CompShg,Wd Sdng,Wd Sdng,TA,TA,CBlock,TA,TA,No,672,GasA,TA,Y,SBrkr,1285,1,0,1,0,2,1,TA,6,Min1,0,,Detchd,1948,Unf,1,240,TA,TA,Y,0,0,0,0,0,0,,,,0,2008,Normal,128201
PRO598,120,RL,53,4039,Pave,,Reg,Lvl,AllPub,Inside,Gtl,Blmngtn,Norm,Norm,TwnhsE,1Story,7,5,2006,2007,Gable,CompShg,VinylSd,VinylSd,Gd,TA,PConc,Ex,TA,Av,1258,GasA,Ex,Y,SBrkr,1402,0,2,0,2,2,1,Gd,7,Typ,1,Gd,Attchd,2006,Fin,3,648,TA,TA,Y,120,16,0,0,0,0,,,,0,2007,Partial,192714
PRO1,60,RL,65,8631,Pave,,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,2Story,7,5,2003,2003,Gable,CompShg,VinylSd,VinylSd,Gd,TA,PConc,Gd,TA,No,856,GasA,Ex,Y,SBrkr,1710,1,0,2,1,3,1,Gd,8,Typ,0,,Attchd,2003,RFn,2,548,TA,TA,Y,0,61,0,0,0,0,,,,0,2008,Normal,208460
PRO389,20,RL,93,9785,Pave,,IR1,Lvl,AllPub,CulDSac,Gtl,CollgCr,Norm,Norm,1Fam,1Story,7,5,1999,2000,Gable,CompShg,VinylSd,VinylSd,Gd,TA,PConc,Gd,TA,No,1468,GasA,Ex,Y,SBrkr,1479,0,0,2,0,3,1,Gd,6,Typ,0,,Attchd,1999,RFn,2,577,TA,TA,Y,120,25,0,0,0,0,,,,0,2008,Normal,190905
PRO762,30,RM,60,7086,Pave,,Reg,Lvl,AllPub,FR2,Gtl,BrkSide,Feedr,Norm,1Fam,1Story,5,5,1924,1950,Gable,CompShg,Wd Sdng,Wd Sdng,TA,TA,PConc,TA,TA,Mn,1145,GasA,TA,Y,SBrkr,1301,0,0,1,0,2,1,Fa,5,Min1,0,,Detchd,1965,Unf,2,440,TA,TA,Y,0,0,0,0,0,0,,,,0,2009,Normal,103939
PRO440,50,RL,67,12601,Pave,Grvl,Reg,Lvl,AllPub,Corner,Gtl,Edwards,Norm,Norm,1Fam,1.5Fin,6,8,1920,2000,Gable,CompShg,Wd Sdng,Wd Sdng,TA,TA,BrkTil,TA,Fa,Mn,684,GasA,Gd,Y,SBrkr,1196,0,0,1,0,3,1,Gd,7,Typ,0,,Detchd,2005,Unf,2,528,TA,TA,Y,0,46,0,0,0,0,,GdPrv,Shed,800,2009,Normal,110121
PRO602,50,RM,50,9519,Pave,,Reg,Bnk,AllPub,Inside,Gtl,IDOTRR,Norm,Norm,1Fam,1.5Fin,6,6,1937,1950,Gable,CompShg,Wd Sdng,Wd Sdng,TA,Gd,PConc,TA,TA,No,780,GasA,TA,Y,SBrkr,1375,0,0,1,1,3,1,Gd,6,Typ,1,Gd,Detchd,1979,Unf,1,544,TA,TA,P,0,162,0,0,126,0,,,,0,2007,Normal,142561
PRO764,60,RL,82,9456,Pave,,Reg,Lvl,AllPub,Inside,Gtl,NoRidge,Norm,Norm,1Fam,2Story,8,5,1999,1999,Gable,CompShg,VinylSd,VinylSd,Gd,TA,PConc,Gd,TA,Mn,1252,GasA,Ex,Y,SBrkr,2365,1,0,2,1,3,1,Gd,8,Typ,1,Gd,Attchd,1999,RFn,3,856,TA,TA,Y,0,128,0,0,180,0,,,,0,2009,Normal,338169
PRO738,60,RL,72,10374,Pave,,IR1,HLS,AllPub,CulDSac,Gtl,Gilbert,Norm,Norm,1Fam,2Story,8,5,2005,2005,Gable,CompShg,VinylSd,VinylSd,Gd,TA,PConc,Gd,TA,No,893,GasA,Ex,Y,SBrkr,1801,0,0,2,1,3,1,Gd,8,Typ,1,Gd,Attchd,2005,Fin,3,800,TA,TA,Y,0,116,0,0,0,0,,,,0,2006,Normal,244463
PRO1459,20,RL,68,9663,Pave,,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,6,1950,1996,Hip,CompShg,MetalSd,MetalSd,TA,TA,CBlock,TA,TA,Mn,1078,GasA,Gd,Y,FuseA,1078,1,0,1,0,2,1,Gd,5,Typ,0,,Attchd,1950,Unf,1,240,TA,TA,Y,366,0,112,0,0,0,,,,0,2010,Normal,141291
